,mean_top1_train,mean_top1_val,mean_top5_train,mean_top5_val,pred_train,pred_val
n02640242,0.8323076923076923,0.66,0.9753846153846154,0.88,[394 394 394 ... 394 394 394],"[394 394  69 391 394 394 394 360 394 391 394   6 394 394 103 394 394 394
 394 394 394 974 394 391  71 391   3 502 394 394 394 484 394 394 394 472
 394 830 394 394 394 150 394 394 394 394 394 391 394 394]"
n04090263,0.5507692307692308,0.44,0.9138461538461539,0.74,[413 597 413 ... 750 652 764],"[652 764 764 764 413 648 420 715 792 764 764 764 763 611 413 652 764 764
 764 596 764 764 596 764 596 764 764 413 634 764 764 824 650 786 764 413
 568 764 413 491 652 764 652 860 764 764 870 413 764 763]"
n01695060,0.9253846153846154,0.86,0.9730769230769231,0.9,[48 48 48 ... 48 48 48],"[209  48  44  48  48  48  48  48  48  48  48  48  48  48  48  48  48  48
  48  48  48  48  48  39  48  48 706  48  48  48  48  48  48  48  48  48
  48  48  76  48  48  48  48  39  48  48  48  48  48 274]"
n01981276,0.7715384615384615,0.7,0.9692307692307692,0.86,[121 121 121 ... 467 121 121],"[121 121 122 121 121 121 121 909 121 121 121 121 125 125 121 121 121 987
 121 121 118 119 121 121 121 121 118 121 121 121  77 118 124 121 121 121
 121 121 121 121 121 121 121 934 121 121 987 963 121 931]"
n03924679,0.8238461538461539,0.94,0.9584615384615385,1.0,[713 713 713 ... 713 713 713],"[742 713 713 713 713 713 713 713 713 713 713 713 713 713 713 713 713 713
 713 713 713 713 713 713 713 713 713 713 713 713 713 713 713 713 713 713
 713 713 713 713 713 713 713 742 713 713 742 713 713 713]"
n03485794,0.7392307692307692,0.76,0.9092307692307692,0.9,[591 591 591 ... 591 591 591],"[591 887 591 721 591 434 591 591 591 591 591 591 794 591 591 411 591 591
 591 591 549 591 591 452 591 591 591 591 591 591 591 591 885 434 591 591
 591 193 591 591 591 591 591 824 591 591 591 591 591 921]"
n02667093,0.8276923076923077,0.84,0.9415384615384615,0.9,[399 399 399 ... 399 399 399],"[399 399 399 797 399 399 400 399 399 399 501 399 399 399 887 568 399 399
 399 399 399 399 399 399 399 399 399 399 399 399 743 399 399 399 399 399
 399 399 399 399 399 399 399 775 399 399 399 399 399 762]"
n03976657,0.5330769230769231,0.46,0.8761538461538462,0.82,[557 733 874 ... 733 778 313],"[733 728 875 733 733 887 758 733 733 862 733 733 733 489 733 733 733 733
 733 733 920 557 722 863 733 456 846 733 733 517  40 733 733 557 919 716
 602 733 456 616 733 819 920 649 920 462 733 733 645 792]"
n01917289,0.8946153846153846,0.88,0.9861538461538462,0.98,[109 109 109 ... 109 109 109],"[109 109 109 109 109 109 109 109 109 109 109 109 109 109 109 109 109 109
 973 109 109 109 109 109 109 109 109 328 109   6 109 109 109 109 109 109
 109 973 109 109 109 109 109 109 109 109 109 973 390 109]"
n03223299,0.8238461538461539,0.66,0.926923076923077,0.8,[539 539 539 ... 539 539 539],"[539 539 539 850 539 539 539 539 804 741 735 539 539 539 539 606 539 539
 533 539 539 539 539 950 824 539 539 539 539 868 519 539 539 637 539 539
 539 250 539 421 539 539 316 539 539 741 893 855 539 539]"
n03527444,0.8553846153846154,0.74,0.96,0.78,[597 477 808 ... 597 597 597],"[597 491 597 748 597 597 597 726 597 587 623 597 597 787 597 606 524 597
 597 401 763 597 597 597 597 597 597 597 597 597 597 597 597 597 597 597
 597 597 674 597 597 597 597 597 597 597 584 597 597 608]"
n04604644,0.6938461538461539,0.64,0.933076923076923,0.92,[733 912 912 ... 425 660 912],"[912 242 489 703 912 912 912 716 559 912 425 912 912 912 912 912 348 912
 912 677 825 912 646 912 912 912 912 912 912 912 912 912 716 912 912 912
 912 912 716 716 912 489 716 912 716 376 912 912 912 616]"
n03983396,0.6623076923076923,0.72,0.93,0.96,[737 737 732 ... 737 509 737],"[737 440 737 737 737 829 737 898 907 737 898 737 737 737 711 737 737 737
 440 737 737 737 737 737 737 845 737 760 737 737 737 440 440 737 737 737
 737 737 737 878 737 737 441 737 737 440 737 737 737 737]"
n07697537,0.87,0.8,0.9569230769230769,0.96,[121 934 934 ... 934 933 934],"[934 934 934 934 934 502 934 963 934 934 934 934 934 934 923 934 934 934
 934 934 934 934 934 933 934 934 934 934 124 419 933 902 934 934 934 934
 934 934 934 934 934 467 934 934 934 934 934 934 934 965]"
n02481823,0.7861538461538462,0.82,0.9561538461538461,0.92,[367 367 367 ... 369 367 367],"[366 367 367 367 367 367 367 367 367 367 367 367 106 367 367 221 367 367
 367 367 367 369 366 365 367 374 367 367 367 367 367 367 367 428 367 369
 367 367 367 367 367 367 367 367 367 367 367 367 367 367]"
n03016953,0.8684615384615385,0.24,0.9807692307692307,0.7,[493 894 894 ... 493 493 493],"[894 492 493 799 894 493 519 894 553 493 493 453 493 894 495 894 553 493
 553 495 526 553 493 493 553 493 532 553 894 598 520 553 651 894 564 894
 894 894 811 453 894 493 894 556 493 553 598 493 894 553]"
n03891251,0.8661538461538462,0.78,0.9553846153846154,0.94,[703 706 703 ... 703 703 703],"[703 448 703 703 703 703 703 703 703 703 703 703 566 703 703 703 703 703
 703 652 703 471 703 703 765 703 703 703 703 703 703 703 703 703 807 975
 703 703 674 703 420 703 410 703 703 703 703 703 730 703]"
n02747177,0.68,0.58,0.8992307692307693,0.78,[412 738 412 ... 412 412 412],"[412 877 489 412 359 412 412 412 412 929 968 588 529 412 412 756 412 412
 792 412 463 362 412 448 412 412 877 840 412 412 412 412 412 582 738 588
 412 412 412 412 428 412 427 412 412 412 412 637 773 412]"
n03982430,0.946923076923077,0.76,0.9753846153846154,0.84,[736 736 736 ... 736 736 736],"[736 498 736 736 736 736 736 719 736 736 736 736 736 736 736 736 736 736
 598 736 736 579 736 736 736 736 736 736 736 736 893 579 736 736 736 786
 740 736 736 736 736 490 736 762 736 736 736 865 736 762]"
n04317175,0.7261538461538461,0.6,0.8884615384615384,0.86,[823 823 823 ... 526 508 529],"[617 823 697 845 823 617 823 823 823 823 879 823 823 610 617 529 823 823
 153 823 784 823 823 823 478 823 823 823 823 480 823 823 480 823 823 650
 823 823 823 823 617 617 823 499 617 823 624 480 823 823]"
n02892767,0.7361538461538462,0.56,0.9038461538461539,0.76,[459 459 459 ... 459 459 459],"[459 474 459 457 459 879 445 445 788 459 459 459 445 459 459 597 499 459
 459 459 459 608 982 851 459 211 945 876 459 459 445 459 459 740 122 459
 459 459 903 459 445 459 459 459 842 445 459 459 459 459]"
n04482393,0.813076923076923,0.8,0.9669230769230769,0.98,[787 870 870 ... 870 870 444],"[870 870 870 870 870 870 870 870 870 870 870 870 670 671 491 575 870 870
 870 870 870 870 870 870 870 870 612 870 870 717 870 870 665 870 870 870
 870 870 444 444 870 870 870 870 870 870 603 870 870 870]"
n07684084,0.7853846153846153,0.56,0.9492307692307692,0.82,[933 930 692 ... 930 930 930],"[930 964 930 930 987 934 930 415 930 930 937 930 941 930 930 930 930 934
 850 415 933 930 930 962 962 930 930 930 739 961 930 930 931 931 415 930
 930 930 398 962 930 930 930 923 934 930 930 930 961 930]"
n03777754,0.6588337684943429,0.74,0.8929503916449086,0.9,[662 662 487 ... 662 662 662],"[662 446 848 662 662 662 662 530 662 700 662 662 592 662 487 662 662 742
 662 662 681 662 848 662 662 605 662 662 662 662 662 662 662 662 662 662
 620 662 662 526 662 662 662 662 662 662 662 571 662 662]"
n02790996,0.8092307692307692,0.62,0.9638461538461538,0.9,[422 529 422 ... 422 543 422],"[422 543 422 422 422 422 445 543 559 422 543 543 422 543 422 422 422 422
 422 543 422 422 422 543 543 422 543 422 422 422 422 768 543 422 422 522
 422 422 543 422 422 422 432 543 422 422 422 543 543 422]"
n03938244,0.8423076923076923,0.84,0.9415384615384615,0.92,[411 509 721 ... 721 721 721],"[709 721 721 721 721 721 721 721 721 721 721 721 721 721 721 721 721 721
 721 721 905 721 721 721 905 721 721 721 721 767 446 588 721 747 721 721
 721 721 721 721 721 721 721 721 721 721 721 721 549 721]"
n02978881,0.7866779089376054,0.56,0.9376053962900506,0.78,[481 481 732 ... 481 481 688],"[481 481 481 593 844 481 481 848 481 477 848 481 481 481 481 481 592 482
 482 481 481 592 481 481 482 481 848 848 481 482 481 848 453 848 481 485
 481 481 709 710 481 721 481 481 481 481 620 481 844 481]"
n03075370,0.7425986842105263,0.6,0.9202302631578947,0.78,[507 507 695 ... 507 507 507],"[507 507 507 507 512 695 507 507 761 507 487 488 818 489 507 507 399 875
 507 507 507 754 507 746 695 489 507 507 507 507 507 507 759 507 771 507
 477 507 507 635 507 507 507 571 507 507 507 695 507 754]"
n04357314,0.5209531635168447,0.36,0.885784716516023,0.74,[838 838 838 ... 631 838 758],"[729 977 478 965 515 631 631 692 898 419 720 838 767 838 999 838 558 631
 838 838 929 624 838 838 838 838 631 441 838 631 711 838 838 838 774 838
 838 838 929 648 929 648 631 441 515 838 929 838 631 929]"
n02389026,0.9738461538461538,0.94,0.9946153846153846,0.98,[339 339 339 ... 339 339 339],"[339 339 339 339 339 339 339 866 339 339 339 339 339 339 339 339 339 339
 339 339 354 339 339 339 339 339 339 339 291 339 339 339 339 339 339 339
 339 339 339 339 339 339 339 339 339 339 339 339 339 339]"
n02113023,0.8138461538461539,0.78,0.9561538461538461,0.98,[263 250 263 ... 264 263 263],"[207 158 263 208 263 263 263 263 263 263 164 263 263 263 260 263 235 263
 162 263 234 264 263 263 263 263 263 263 263 263 263 250 263 263 263 263
 263 263 263 263 263 263 257 263 263 263 263 263 263 263]"
n03160309,0.8938461538461538,0.82,0.9684615384615385,0.92,[525 525 525 ... 525 525 525],"[525 525 525 525 525 525 460 706 525 792 525 525 525 976 525 649 525 525
 525 525 525 801 525 525 525 449 525 460 525 525 525 525 525 525 525 525
 525 525 525 525 525 525 525 525 525 525 975 525 525 525]"
n02110185,0.5223076923076924,0.54,0.9361538461538461,0.94,[186 248 272 ... 249 250 249],"[250 250 248 258 248 250 248 250 250 250 269 248 249 250 250 248 250 250
 250 248 248 273 248 174 249 248 250 250 162 248 249 250 250 248 250 250
 174 249 250 250 250 250 249 250 250 250 250 250 248 250]"
n03720891,0.7038461538461539,0.68,0.88,0.86,[552 641 641 ... 641 641 641],"[641 584 641 584 641 522 641 641 641 641 617 641 641 641 618 641 842 543
  35 641 652 641 889 641 805 641 641 641 641 641 641 664 641 600 572 641
 641 641 641 641 641 641 641 641 641 641 618 543 641 641]"
n02088466,0.7492307692307693,0.5,0.9184615384615384,0.82,[168 163 163 ... 211 166 163],"[209 163 163 163 163 163 163 208 163 163 341 163 163 163 208 163 207 211
 161 163 163 211 163 163 234 163 159 163 241 165 165 242 163 167 162 163
 163 163 168 163 163 167 161 163 159 273 161 161 161 161]"
n03602883,0.7638461538461538,0.82,0.8830769230769231,0.92,[613 731 613 ... 613 613 613],"[613 613 613 673 613 613 613 613 613 613 613 613 613 613 613 613 613 613
 613 508 613 613 613 613 613 688 662 613 613 613 613 613 902 613 613 613
 522 613 613 613 613 613 745 613 613 664 613 761 613 613]"
n03355925,0.8753846153846154,0.76,0.9576923076923077,0.86,[557 557 497 ... 557 557 557],"[517 557 557 557 557 743 557 557 557 557 557 557 557 557 557 557 557 557
 557 557 557 791 557 538 417 557 920 557 557 557 557 538 557 557 557 734
 497 557 698 557 557 557 557 557 575 557 557 557 557 744]"
n04296562,0.8038461538461539,0.72,0.9615384615384616,0.86,[819 788 819 ... 818 819 776],"[819 820 819 819 562 819 819 819 819 819 819 624 819 819 644 543 819 420
 819 819 819 819 819 546 819 854 819 819 819 819 819 819 751 406 819 579
 819 819 819 819 819 862 819 819 819 819 854 819 819 815]"
n09421951,0.6630769230769231,0.56,0.9307692307692308,0.96,[525 460 977 ... 977 977 978],"[977 484 838 977 814 977 976 977 977 977 977 977 460 977 977 977 977 977
 977 978 472 460 977 646 977 961 978 134 460 978 972 976 978 978 977 977
 460 977 977 978 977 977 977 977 977 977 977 460 984 977]"
n02860847,0.9346153846153846,0.84,0.9807692307692307,0.92,[450 450 450 ... 450 450 407],"[450 450 450 792 450 450 450 450 450 450 450 450 450 450 450 450 450 819
 450 450 450 450 450 450 450 450 795 671 450 450 450 450 450 450 450 450
 450 450 541 814 450 450 450 450 802 450 450 450 450 758]"
n04346328,0.9684615384615385,0.86,0.99,0.9,[970 832 832 ... 832 832 832],"[832 832 832 668 979 832 832 703 832 663 832 832 832 832 832 832 832 832
 832 832 832 832 832 497 832 832 832 832 832 832 832 921 832 832 832 832
 832 832 832 832 832 832 832 483 832 832 832 832 832 832]"
n02504458,0.7561538461538462,0.62,0.9823076923076923,1.0,[386 386 386 ... 385 386 386],"[385 386 385 386 386 385 386 386 101 101 386 386 385 385 386 386 101 386
 386 386 386 385 386 386 386 386 101 386 386 386 101 386 386 386 386 386
 101 386 101 385 386 101 386 101 101 386 101 101 386 386]"
n03443371,0.7792307692307693,0.54,0.9423076923076923,0.88,[572 572 572 ... 618 572 966],"[572 883 509 572 572 572 572 762 960 572 572 966 441 966 441 944 572 572
 572 572 762 572 572 572 572 572 572 828 572 572 441 828 572 572 966 966
 441 572 572 966 966 572 572 966 966 572 572 828 711 896]"
n04548280,0.7659738260200154,0.6,0.9384141647421094,0.88,[892 892 892 ... 526 892 556],"[409 409 892 892 892 892 831 442 640 892 892 892 892 835 892 892 892 892
 892 826 892 892 892 892  76 494 835 409 892 892 401 826 835 892 892 892
 448 921 663 640 892 892 892 635 892 892 409 892 892 892]"
n02672831,0.8376923076923077,0.8,0.9161538461538462,0.92,[401 401 444 ... 620 401 401],"[401 401 819 889 401 401 401 642 401 401 879 401 401 401 401 401 401 401
 401 401 762 401 401 401 401 401 401 401 401 508 401 401 401 878 401 401
 401 401 401 401 401 401 486 401 401 401 401 747 401 728]"
n04562935,0.9492307692307692,0.94,0.9815384615384616,0.94,[900 900 900 ... 900 900 900],"[900 900 900 900 900 900 900 900 900 900 427 835 900 856 900 900 900 900
 900 900 900 900 900 900 900 900 900 900 900 900 900 900 900 900 900 900
 900 900 900 900 900 900 900 900 900 900 900 900 900 900]"
n01924916,0.8669230769230769,0.76,0.9838461538461538,0.96,[110 116 110 ... 110 110 110],"[110 110 110 110 110 115 110 110 110 110 110 115 110 110 115  70 110 115
 110 110 110 110 115 110 110 110 110 115 110 110 110 110 110 110 114 110
 917 110 115 110 110  52 110 110 329 110 110 110 110 110]"
n01978455,0.7453846153846154,0.5,0.9569230769230769,0.92,[120 119 119 ... 119 119 124],"[125 119 119 125 119 125 119  39 119  71 119 125 997 116 119 119 118 119
 119 119 119  76 124 120  71 118 119 120 125 121 116 125 119 119 125 119
 118 119 119 119 119 118 119 125 119 119 121 119  54 119]"
n04040759,0.8443735035913806,0.74,0.9537110933758979,0.8,[753 753 753 ... 753 753 753],"[753 856 881 753 223 753 753 753 753 753 753 753 581 753 753 753 477 753
 753 807 753 753 753 753 745 753 753 753 753 753 249 753 753 581 753 753
 753 753 753 753 753 753 847 446 848 753 753 904 753 753]"
n03791053,0.8215384615384616,0.84,0.9746153846153847,0.96,[670 670 670 ... 670 670 522],"[670 670 670 670 670 670 670 670 670 670 575 670 670 670 670 670 670 665
 670 670 670 670 670 670 670 670 670 518 670 670 670 896 670 670 670 670
 751 670 670 662 670 843 670 670 670 670 670 518 670 670]"
n03345487,0.8769230769230769,0.78,0.9738461538461538,0.9,[864 555 717 ... 555 468 555],"[555 555 555 555 555 555 691 555 555 555 555 555 555 555 555 555 555 555
 569 555 569 555 407 555 555 555 555 803 555 920 555 555 555 555 555 555
 555 555 555 864 555 555 820 555 407 569 555 555 874 555]"
n02093647,0.9340222575516693,0.88,0.9769475357710652,1.0,[181 181 181 ... 181 181 181],"[181 181 267 267 265 181 181 181 181 181 181 267 181 181 181 181 181 181
 181 181 181 181 181 181 190 181 181 181 181 181 181 181 181 181 181 181
 267 181 181 181 181 181 181 181 181 181 181 181 181 181]"
n01667114,0.7238461538461538,0.58,0.9776923076923076,0.88,[124  36  37 ...  37  35  35],"[467  35  33  35  35  35  35  35  35  35  35 997  33  97  35  35  35  35
  35  35  35  37  37 360  35 344  35  35  30  35 125  37   6  24  35  50
  35  37  35  35  37  50  33  37  35  35  35  35  35   1]"
n01833805,0.9084615384615384,0.94,0.9615384615384616,0.96,[94 95 94 ... 94 94 92],"[ 94  94  94  94  94  94  94  94  94  94  94  94  94  94  94  94  94  94
  94  94  94  94  94  94  94  94  13  94  94  94  94  94  94  94  94  94
  94  94  94  94  94  15  94  94  94  94 739  94  94  94]"
n02119789,0.6984615384615385,0.62,0.9730769230769231,0.94,[278 278 278 ... 280 278 374],"[278 278 278 277 278 278 276 277 280 278 277 278 278 278 278 277 277 278
 279 280 278 278 278 278 278 278 278 278 278 277 272 274 277 278 278 278
 278 278 211 104 278 278 277 271 278 278 277 278 280 278]"
n03710637,0.2723076923076923,0.18,0.9161538461538462,0.9,[638 445 819 ... 655 638 610],"[639 639 638 445 639 445 445 638 758 639 639 639 639 639 639 638 638 639
 416 639 638 638 639 639 445 445 639 459 445 589 638 639 445 655 639 639
 639 638 639 880 639 977 552 639 445 638 445 639 639 639]"
n01797886,0.5684615384615385,0.88,0.9476923076923077,0.96,[86 86 24 ... 82 82 86],"[ 82  82  82  82  82  82  82  82  82  82  82  82  82  82  82  82  82  82
  82  82  82 336  86  86  82  82  82  82  82  82  82  81  82  82  82  82
  82  82  86  82  82  82  82  82  82  82  82  82  58  82]"
n02676566,0.7984615384615384,0.48,0.943076923076923,0.82,[402 402 402 ... 402 402 402],"[402 819 402 819 819 402 402 546 402 819 546 402 402 819 819 402 402 971
 402 402 402 546 420 546 402 402 546 546 420 402 819 402 402 819 402 402
 402 402 819 402 819 546 420 699 402 546 420 402 546 758]"
n02085620,0.6953846153846154,0.6,0.9107692307692308,0.82,[797 212 151 ... 151 264 151],"[151 151 151 151 237 158 151 180 151 797 151 151 155 285 151 151 180 151
 151 151 259 151 151 237 151 151 151 151 151 151 151 355 157 876 163 151
 151 157 176 186 151 151 151 151 162 876 151 186 151 195]"
n02134084,0.943076923076923,0.92,0.9792307692307692,0.94,[296 188 296 ... 296 296 296],"[296 463 296 296 296 296 296 296 850 296 296 296 296 296 296 296 296 294
 296 296 296 296 296 296 296 296 296 296 296 296 296 294 296 296 296 296
 296 296 296 296 296 296 296 296 296 296 296 296 296 296]"
n03444034,0.94,0.88,0.9830769230769231,0.96,[573 573 573 ... 573 573 573],"[573 573 573 518 573 573 573 573 573 573 573 573 573 573 573 573 573 573
 573 518 573 621 573 900 573 573 573 573 573 573 573 573 573 573 999 573
 573 573 573 573 573 573 573 573 573 573 573 670 573 573]"
n02123394,0.9015384615384615,0.88,0.9738461538461538,0.98,[283 579 283 ... 283 283 283],"[287 283 283 283 283 283 283 283 258 283 332 283 283 283 283 283 283 283
 283 284 283 283 283 283 283 283 283 283 281 283 283 283 283 283 750 283
 283 283 283 283 283 283 283 283 283 283 283 283 283 283]"
n03781244,0.6008658008658009,0.52,0.9714285714285714,0.92,[663 497 663 ... 562 663 458],"[884 483 663 663 663 663 873 663 698 500 663 698 663 698 663 663 660 873
 663 663 663 708 698 663 663 663 884 406 972 483 663 663 663 887 663 442
 562 663 663 873 698 663 497 442 442 663 698 663 663 663]"
