class_number,wordnet_id,label,uri,n_train,n_val,n_humans_train,n_humans_val,Nunique_humans_train,gender_skewness_train,age_min_train,age_max_train,n_women_train,mean_age_women_train,std_age_women_train,n_men_train,mean_age_men_train,std_age_men_train,age_min_val,age_max_val,Nunique_humans_val,gender_skewness_val,n_women_val,mean_age_women_val,std_age_women_val,n_men_val,mean_age_men_val,std_age_men_val,age_min,age_max
344,n02398521,"hippopotamus, hippo, river horse, Hippopotamus amphibius",http://wordnet-rdf.princeton.edu/wn30/02398521-n,1300,50,8,0,8,-0.5163977794943223,18.0,70.0,3.0,32.0,12.12435565298214,5.0,47.2,16.63430190900718,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,18.0,70.0
345,n02403003,ox,http://wordnet-rdf.princeton.edu/wn30/02403003-n,1300,50,42,1,51,-1.382520754406109,16.0,53.0,11.0,24.181818181818183,5.075789235541244,40.0,33.575,9.631379005026307,33.0,33.0,1,0.0,,,,1.0,33.0,,33.0,33.0
346,n02408429,"water buffalo, water ox, Asiatic buffalo, Bubalus bubalis",http://wordnet-rdf.princeton.edu/wn30/02408429-n,1300,50,27,1,30,-1.2609766499825614,16.0,53.0,7.0,26.0,9.814954576223638,23.0,32.08695652173913,11.413361561537748,38.0,38.0,1,0.0,,,,1.0,38.0,,38.0,38.0
347,n02410509,bison,http://wordnet-rdf.princeton.edu/wn30/02410509-n,1300,50,6,0,6,-0.7071067811865472,25.0,45.0,2.0,37.5,10.606601717798213,4.0,36.75,8.539125638299666,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,25.0,45.0
348,n02412080,"ram, tup",http://wordnet-rdf.princeton.edu/wn30/02412080-n,1300,50,18,2,21,-1.5764815627361644,16.0,67.0,4.0,34.75,10.90489186863706,17.0,36.1764705882353,11.996016495683302,17.0,44.0,7,0.0,,,,7.0,30.285714285714285,9.894683517160209,17.0,44.0
349,n02415577,"bighorn, bighorn sheep, cimarron, Rocky Mountain bighorn, Rocky Mountain sheep, Ovis canadensis",http://wordnet-rdf.princeton.edu/wn30/02415577-n,1300,50,34,0,45,-1.900731952403392,14.0,73.0,7.0,19.142857142857142,7.6469726347222196,38.0,37.3421052631579,10.945260150969641,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,14.0,73.0
350,n02417914,"ibex, Capra ibex",http://wordnet-rdf.princeton.edu/wn30/02417914-n,1300,50,25,0,30,-1.2609766499825614,19.0,54.0,7.0,27.857142857142858,5.398412465054624,23.0,36.0,10.022701504811238,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,19.0,54.0
351,n02422106,hartebeest,http://wordnet-rdf.princeton.edu/wn30/02422106-n,1300,50,116,1,137,-1.4116148375364304,13.0,58.0,29.0,25.93103448275862,7.156071520458087,108.0,33.05555555555556,9.034547745155901,32.0,32.0,1,0.0,,,,1.0,32.0,,32.0,32.0
352,n02422699,"impala, Aepyceros melampus",http://wordnet-rdf.princeton.edu/wn30/02422699-n,1300,50,15,0,20,-1.5,12.0,52.0,4.0,21.75,8.180260794538684,16.0,36.625,9.03234926989282,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,12.0,52.0
353,n02423022,gazelle,http://wordnet-rdf.princeton.edu/wn30/02423022-n,1300,50,3,0,4,0.0,30.0,45.0,,,,4.0,37.0,8.12403840463596,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,30.0,45.0
354,n02437312,"Arabian camel, dromedary, Camelus dromedarius",http://wordnet-rdf.princeton.edu/wn30/02437312-n,1300,50,19,1,20,-1.5,18.0,49.0,4.0,27.0,10.132456102380443,16.0,32.625,8.317651912248632,36.0,36.0,1,0.0,,,,1.0,36.0,,36.0,36.0
355,n02437616,llama,http://wordnet-rdf.princeton.edu/wn30/02437616-n,1300,50,52,3,59,-1.0293653497450805,11.0,49.0,16.0,24.625,7.455423082115014,43.0,34.372093023255815,6.8661462671988875,37.0,49.0,3,-0.7071067811865475,1.0,39.0,,2.0,43.0,8.48528137423857,11.0,49.0
356,n02441942,weasel,http://wordnet-rdf.princeton.edu/wn30/02441942-n,1300,50,21,0,26,-1.2780193008453877,16.0,49.0,6.0,28.0,8.94427190999916,20.0,33.2,9.350485492602425,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,16.0,49.0
357,n02442845,mink,http://wordnet-rdf.princeton.edu/wn30/02442845-n,1300,50,2,0,2,0.0,35.0,37.0,2.0,36.0,1.4142135623730951,,,,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,35.0,37.0
358,n02443114,"polecat, fitch, foulmart, foumart, Mustela putorius",http://wordnet-rdf.princeton.edu/wn30/02443114-n,1300,50,27,0,33,-2.321191727213149,17.0,65.0,4.0,31.25,10.719919153924002,29.0,37.724137931034484,9.917144432475576,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,17.0,65.0
359,n02443484,"black-footed ferret, ferret, Mustela nigripes",http://wordnet-rdf.princeton.edu/wn30/02443484-n,1300,50,46,8,46,-1.3703203194062983,14.0,53.0,10.0,28.0,8.51143022320247,36.0,32.638888888888886,8.492527060481814,32.0,53.0,8,-2.267786838055363,1.0,38.0,,7.0,41.285714285714285,8.05634916725696,14.0,53.0
360,n02444819,otter,http://wordnet-rdf.princeton.edu/wn30/02444819-n,1300,50,8,0,8,-2.267786838055363,25.0,56.0,1.0,25.0,,7.0,44.0,7.681145747868608,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,25.0,56.0
361,n02445715,"skunk, polecat, wood pussy",http://wordnet-rdf.princeton.edu/wn30/02445715-n,1300,50,50,4,59,-0.6803091303374615,2.0,71.0,20.0,27.7,9.370165420097983,39.0,34.38461538461539,12.372753139172987,16.0,41.0,8,-0.5163977794943223,3.0,22.666666666666668,4.041451884327381,5.0,32.0,10.44030650891055,16.0,41.0
362,n02447366,badger,http://wordnet-rdf.princeton.edu/wn30/02447366-n,1300,50,12,0,12,-3.0151134457776365,26.0,54.0,1.0,39.0,,11.0,38.36363636363637,8.846159927027403,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,26.0,54.0
363,n02454379,armadillo,http://wordnet-rdf.princeton.edu/wn30/02454379-n,1300,50,20,0,24,-1.1547005383792515,15.0,60.0,6.0,28.833333333333332,10.28429222973884,18.0,35.94444444444444,10.94624417039509,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,15.0,60.0
364,n02457408,"three-toed sloth, ai, Bradypus tridactylus",http://wordnet-rdf.princeton.edu/wn30/02457408-n,1300,50,63,1,70,-1.292786253135566,13.0,62.0,16.0,27.875,7.283543093852058,54.0,37.25925925925926,8.465658006244183,36.0,36.0,1,0.0,,,,1.0,36.0,,13.0,62.0
365,n02480495,"orangutan, orang, orangutang, Pongo pygmaeus",http://wordnet-rdf.princeton.edu/wn30/02480495-n,1300,50,83,3,84,-1.2298373876248847,3.0,68.0,20.0,32.6,11.568559934035369,64.0,41.4375,12.186220425298742,17.0,48.0,5,-1.5000000000000004,1.0,19.0,,4.0,35.5,13.12757911167681,17.0,48.0
366,n02480855,"gorilla, Gorilla gorilla",http://wordnet-rdf.princeton.edu/wn30/02480855-n,1300,50,246,11,249,-2.5186988394494176,12.0,73.0,27.0,34.22222222222222,10.602370320369706,222.0,44.98198198198198,9.229092288533153,37.0,54.0,11,-1.6499158227686117,2.0,38.5,2.1213203435596424,9.0,45.0,7.314369419163897,37.0,54.0
367,n02481823,"chimpanzee, chimp, Pan troglodytes",http://wordnet-rdf.princeton.edu/wn30/02481823-n,1300,50,142,6,155,-1.7785074779531742,7.0,76.0,26.0,27.46153846153846,10.774899606885512,129.0,45.604651162790695,11.499605023550783,40.0,65.0,6,-1.7888543819998322,1.0,40.0,,5.0,50.0,8.689073598491383,7.0,76.0
368,n02483362,"gibbon, Hylobates lar",http://wordnet-rdf.princeton.edu/wn30/02483362-n,1300,50,102,4,106,-2.7756380647819823,12.0,78.0,10.0,26.9,6.951418720104711,96.0,35.302083333333336,11.42492178175843,32.0,46.0,4,-1.1547005383792515,1.0,32.0,,3.0,41.0,4.58257569495584,12.0,78.0
369,n02483708,"siamang, Hylobates syndactylus, Symphalangus syndactylus",http://wordnet-rdf.princeton.edu/wn30/02483708-n,1300,50,53,3,56,-2.267786838055363,14.0,75.0,7.0,34.57142857142857,9.897089519266812,49.0,40.55102040816327,13.19416099468782,41.0,67.0,3,0.0,,,,3.0,53.666666666666664,13.012814197295423,14.0,75.0
370,n02484975,"guenon, guenon monkey",http://wordnet-rdf.princeton.edu/wn30/02484975-n,1300,50,55,0,56,-1.5281863549166823,13.0,62.0,11.0,26.90909090909091,12.340620287931603,45.0,38.266666666666666,10.234522682834532,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,13.0,62.0
371,n02486261,"patas, hussar monkey, Erythrocebus patas",http://wordnet-rdf.princeton.edu/wn30/02486261-n,1300,50,82,4,88,-1.3809204416652687,14.0,68.0,19.0,30.57894736842105,10.516208597914641,69.0,38.47826086956522,11.000813734142543,16.0,70.0,4,0.0,,,,4.0,40.0,22.55363976538303,16.0,70.0
372,n02486410,baboon,http://wordnet-rdf.princeton.edu/wn30/02486410-n,1300,50,53,2,56,-1.2688648033134413,14.0,73.0,13.0,26.384615384615383,9.133623427921524,43.0,39.093023255813954,11.38882901603976,49.0,52.0,2,0.0,,,,2.0,50.5,2.1213203435596424,14.0,73.0
373,n02487347,macaque,http://wordnet-rdf.princeton.edu/wn30/02487347-n,1300,50,75,4,77,-1.3463822258330718,16.0,61.0,17.0,32.411764705882355,10.16156252459121,60.0,38.18333333333333,10.256856601543808,13.0,43.0,4,0.0,2.0,14.5,2.1213203435596424,2.0,42.5,0.7071067811865476,13.0,43.0
374,n02488291,langur,http://wordnet-rdf.princeton.edu/wn30/02488291-n,1300,50,67,3,69,-0.8504200642707612,7.0,69.0,21.0,22.61904761904762,9.785071233650731,48.0,35.104166666666664,14.674104537300776,19.0,48.0,3,0.0,,,,3.0,33.333333333333336,14.502873278538061,19.0,48.0
375,n02488702,"colobus, colobus monkey",http://wordnet-rdf.princeton.edu/wn30/02488702-n,1300,50,54,6,55,-3.9231397682246354,16.0,73.0,3.0,28.0,8.18535277187245,52.0,42.61538461538461,11.405457665304484,15.0,40.0,6,-1.788854381999831,1.0,15.0,,5.0,37.2,2.5884358211089573,15.0,40.0
376,n02489166,"proboscis monkey, Nasalis larvatus",http://wordnet-rdf.princeton.edu/wn30/02489166-n,1300,50,29,1,33,-0.7071067811865474,8.0,65.0,11.0,23.454545454545453,8.981799779149348,22.0,34.59090909090909,9.454951289991076,17.0,17.0,1,0.0,1.0,17.0,,,,,8.0,65.0
377,n02490219,marmoset,http://wordnet-rdf.princeton.edu/wn30/02490219-n,1300,50,40,2,42,-1.5764815627361648,6.0,51.0,8.0,29.75,13.498677183868267,34.0,36.294117647058826,7.051883100170268,25.0,45.0,2,0.0,1.0,25.0,,1.0,45.0,,6.0,51.0
378,n02492035,"capuchin, ringtail, Cebus capucinus",http://wordnet-rdf.princeton.edu/wn30/02492035-n,1300,50,181,9,187,-1.4751563268433374,6.0,71.0,38.0,28.763157894736842,8.820842058615726,149.0,36.8255033557047,8.763199730032097,16.0,50.0,10,0.0,,,,10.0,36.3,9.141480551128831,6.0,71.0
379,n02492660,"howler monkey, howler",http://wordnet-rdf.princeton.edu/wn30/02492660-n,1300,50,71,4,74,-2.134537420613655,12.0,50.0,10.0,27.3,7.874713398664811,64.0,36.3125,7.827251945342824,18.0,53.0,4,-1.1547005383792515,1.0,19.0,,3.0,33.666666666666664,17.7857620959388,18.0,53.0
380,n02493509,"titi, titi monkey",http://wordnet-rdf.princeton.edu/wn30/02493509-n,1300,50,73,2,78,-1.1946953821789978,13.0,64.0,19.0,26.526315789473685,8.05100698361965,59.0,35.6271186440678,11.201752179881234,16.0,41.0,2,0.0,,,,2.0,28.5,17.67766952966369,13.0,64.0
381,n02493793,"spider monkey, Ateles geoffroyi",http://wordnet-rdf.princeton.edu/wn30/02493793-n,1300,50,83,3,86,-1.1909303163136875,13.0,57.0,21.0,28.142857142857142,9.921117448582665,65.0,33.76923076923077,11.439745996373277,14.0,43.0,3,-0.7071067811865475,1.0,14.0,,2.0,33.0,14.142135623730951,13.0,57.0
382,n02494079,"squirrel monkey, Saimiri sciureus",http://wordnet-rdf.princeton.edu/wn30/02494079-n,1300,50,83,3,85,-0.9036961141150645,13.0,54.0,25.0,24.68,8.783127764830324,60.0,31.766666666666666,8.40574191699586,37.0,40.0,3,0.0,,,,3.0,38.666666666666664,1.5275252316519465,37.0,40.0
383,n02497673,"Madagascar cat, ring-tailed lemur, Lemur catta",http://wordnet-rdf.princeton.edu/wn30/02497673-n,1300,50,29,1,33,-0.7071067811865475,13.0,44.0,11.0,25.818181818181817,7.359594850508849,22.0,29.59090909090909,7.035008314944766,34.0,34.0,1,0.0,,,,1.0,34.0,,34.0,34.0
384,n02500267,"indri, indris, Indri indri, Indri brevicaudatus",http://wordnet-rdf.princeton.edu/wn30/02500267-n,1300,50,45,0,46,-1.2231532594503014,15.0,48.0,11.0,26.181818181818183,10.83344988282294,35.0,35.885714285714286,6.1298278863249,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,15.0,48.0
385,n02504013,"Indian elephant, Elephas maximus",http://wordnet-rdf.princeton.edu/wn30/02504013-n,1300,50,17,0,19,-1.0757057484009538,15.0,56.0,5.0,23.4,9.289779329994873,14.0,33.92857142857143,11.552317687634979,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,15.0,56.0
386,n02504458,"African elephant, Loxodonta africana",http://wordnet-rdf.princeton.edu/wn30/02504458-n,1300,50,6,1,8,-2.267786838055363,17.0,71.0,1.0,17.0,,7.0,39.714285714285715,14.738999126063316,16.0,16.0,1,0.0,1.0,16.0,,,,,16.0,16.0
387,n02509815,"lesser panda, red panda, panda, bear cat, cat bear, Ailurus fulgens",http://wordnet-rdf.princeton.edu/wn30/02509815-n,1300,50,9,0,9,-0.7071067811865474,18.0,41.0,3.0,36.333333333333336,4.509249752822894,6.0,29.666666666666668,8.310635755865292,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,18.0,41.0
388,n02510455,"giant panda, panda, panda bear, coon bear, Ailuropoda melanoleuca",http://wordnet-rdf.princeton.edu/wn30/02510455-n,1300,50,12,3,14,-2.041241452319314,14.0,60.0,2.0,23.5,13.435028842544403,12.0,37.833333333333336,12.29806587404801,25.0,48.0,3,0.7071067811865478,2.0,27.0,2.8284271247461903,1.0,48.0,,25.0,48.0
389,n02514041,"barracouta, snoek",http://wordnet-rdf.princeton.edu/wn30/02514041-n,1300,50,775,35,818,-1.9298640315771423,1.0,82.0,125.0,28.016,7.448732301756172,693.0,36.23953823953824,9.424804060476625,15.0,52.0,38,-2.179797043652266,5.0,32.2,13.367871932360812,33.0,35.666666666666664,5.987834889729899,15.0,52.0
390,n02526121,eel,http://wordnet-rdf.princeton.edu/wn30/02526121-n,1165,50,14,0,15,-2.157277486520025,27.0,60.0,2.0,28.5,2.1213203435596424,13.0,37.46153846153846,9.82866034119422,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,27.0,60.0
391,n02536864,"coho, cohoe, coho salmon, blue jack, silver salmon, Oncorhynchus kisutch",http://wordnet-rdf.princeton.edu/wn30/02536864-n,1300,50,592,21,685,-2.038810073209243,13.0,77.0,98.0,29.3265306122449,8.912837388479957,587.0,37.604770017035776,9.909514392825972,16.0,56.0,23,-2.194690562850871,3.0,27.0,5.291502622129181,20.0,35.15,10.72270095589137,16.0,56.0
392,n02606052,"rock beauty, Holocanthus tricolor",http://wordnet-rdf.princeton.edu/wn30/02606052-n,969,50,1,0,1,0.0,12.0,12.0,,,,1.0,12.0,,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,12.0,12.0
393,n02607072,anemone fish,http://wordnet-rdf.princeton.edu/wn30/02607072-n,1300,50,0,0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
394,n02640242,sturgeon,http://wordnet-rdf.princeton.edu/wn30/02640242-n,1300,50,420,18,556,-1.3686497878764605,11.0,67.0,121.0,26.826446280991735,6.605146586753915,435.0,34.44827586206897,8.503670420175574,18.0,54.0,22,-1.6499158227686117,4.0,35.0,14.809906594348709,18.0,38.27777777777778,8.37928507097435,18.0,54.0
395,n02641379,"gar, garfish, garpike, billfish, Lepisosteus osseus",http://wordnet-rdf.princeton.edu/wn30/02641379-n,1300,50,314,3,357,-1.7753929711532042,11.0,76.0,60.0,24.033333333333335,7.187481269933837,297.0,34.841750841750844,9.429962721251709,17.0,35.0,5,-1.5000000000000004,1.0,17.0,,4.0,28.25,8.301606270274847,11.0,76.0
396,n02643566,lionfish,http://wordnet-rdf.princeton.edu/wn30/02643566-n,1300,50,1,0,1,0.0,25.0,25.0,1.0,25.0,,,,,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,25.0,25.0
397,n02655020,"puffer, pufferfish, blowfish, globefish",http://wordnet-rdf.princeton.edu/wn30/02655020-n,1300,50,14,0,14,-1.392621247645582,17.0,66.0,3.0,28.0,9.643650760992955,11.0,35.63636363636363,11.526254615205472,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,17.0,66.0
398,n02666196,abacus,http://wordnet-rdf.princeton.edu/wn30/02666196-n,1300,50,104,0,113,-0.6106923984130246,2.0,70.0,40.0,20.75,8.99501286326242,73.0,30.506849315068493,12.048655166623407,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,70.0
399,n02667093,abaya,http://wordnet-rdf.princeton.edu/wn30/02667093-n,1300,50,370,16,442,-0.40632458643900027,12.0,60.0,177.0,27.03954802259887,6.557751816397508,265.0,31.554716981132074,7.769758928189,18.0,46.0,20,0.20100756305184259,11.0,27.727272727272727,4.518648229081549,9.0,30.555555555555557,7.037597443572471,12.0,60.0
400,n02669723,"academic gown, academic robe, judge's robe",http://wordnet-rdf.princeton.edu/wn30/02669723-n,1300,50,887,28,1556,-1.2740586982960513,2.0,79.0,360.0,27.869444444444444,8.178861245811792,1196.0,35.0066889632107,10.714708402043989,16.0,81.0,61,-1.525854282858297,12.0,25.833333333333332,6.506407098647712,49.0,40.755102040816325,13.375242384478026,16.0,81.0
401,n02672831,"accordion, piano accordion, squeeze box",http://wordnet-rdf.princeton.edu/wn30/02672831-n,1300,50,505,19,677,-1.504623642506565,4.0,76.0,135.0,25.85185185185185,8.282798682072327,542.0,34.964944649446494,11.217422245189631,3.0,49.0,20,-1.5,4.0,23.5,14.083086782851739,16.0,36.8125,7.573803535872845,3.0,49.0
402,n02676566,acoustic guitar,http://wordnet-rdf.princeton.edu/wn30/02676566-n,1300,50,168,16,185,-1.7801799450568392,12.0,74.0,31.0,27.903225806451612,7.4357462692486465,154.0,32.52597402597402,8.803741073442009,16.0,49.0,18,-0.9922778767136676,5.0,22.6,4.39317652729776,13.0,31.384615384615383,10.743513248610851,12.0,74.0
403,n02687172,"aircraft carrier, carrier, flattop, attack aircraft carrier",http://wordnet-rdf.princeton.edu/wn30/02687172-n,1300,50,3,0,3,-0.7071067811865472,30.0,37.0,1.0,30.0,,2.0,35.5,2.1213203435596424,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,30.0,37.0
404,n02690373,airliner,http://wordnet-rdf.princeton.edu/wn30/02690373-n,1300,50,1,0,1,0.0,25.0,25.0,,,,1.0,25.0,,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,25.0,25.0
405,n02692877,"airship, dirigible",http://wordnet-rdf.princeton.edu/wn30/02692877-n,1300,50,3,0,3,-0.7071067811865472,27.0,43.0,1.0,33.0,,2.0,35.0,11.313708498984761,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,27.0,43.0
406,n02699494,altar,http://wordnet-rdf.princeton.edu/wn30/02699494-n,1300,50,18,0,21,-0.4902903378454602,16.0,63.0,8.0,22.75,7.206148168652337,13.0,29.307692307692307,11.785475633059358,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,16.0,63.0
407,n02701002,ambulance,http://wordnet-rdf.princeton.edu/wn30/02701002-n,1300,50,23,0,30,-1.5,9.0,49.0,6.0,19.0,7.6681158050723255,24.0,29.375,9.04968171431652,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.0,49.0
408,n02704792,"amphibian, amphibious vehicle",http://wordnet-rdf.princeton.edu/wn30/02704792-n,1300,50,2,1,3,-0.7071067811865475,18.0,46.0,1.0,18.0,,2.0,41.0,7.0710678118654755,16.0,25.0,2,0.0,1.0,16.0,,1.0,25.0,,18.0,46.0
409,n02708093,analog clock,http://wordnet-rdf.princeton.edu/wn30/02708093-n,1292,50,12,0,13,-1.2780193008453877,18.0,41.0,3.0,26.666666666666668,8.082903768654761,10.0,32.7,6.000925854492047,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,18.0,41.0
410,n02727426,"apiary, bee house",http://wordnet-rdf.princeton.edu/wn30/02727426-n,1300,50,50,3,59,-1.128823469034208,15.0,59.0,15.0,23.8,7.16339903357936,44.0,30.818181818181817,9.301844596444617,16.0,41.0,4,0.0,2.0,19.5,4.949747468305833,2.0,40.5,0.7071067811865476,15.0,59.0
411,n02730930,apron,http://wordnet-rdf.princeton.edu/wn30/02730930-n,1300,50,199,2,231,-0.18257418583505508,2.0,58.0,105.0,22.523809523809526,7.973628695816891,126.0,32.42857142857143,9.45340452656381,32.0,33.0,2,0.0,,,,2.0,32.5,0.7071067811865476,32.0,33.0
412,n02747177,"ashcan, trash can, garbage can, wastebin, ash bin, ash-bin, ashbin, dustbin, trash barrel, trash bin",http://wordnet-rdf.princeton.edu/wn30/02747177-n,1300,50,21,1,23,-0.8504200642707608,13.0,67.0,7.0,28.285714285714285,5.851332774513447,16.0,35.125,14.165097952361643,40.0,40.0,1,0.0,,,,1.0,40.0,,13.0,67.0
413,n02749479,"assault rifle, assault gun",http://wordnet-rdf.princeton.edu/wn30/02749479-n,1300,50,162,5,182,-1.8615597096589866,14.0,68.0,29.0,25.03448275862069,7.688036897027047,153.0,35.77777777777778,8.970142155640437,11.0,39.0,7,0.0,,,,7.0,31.428571428571427,9.289010404005062,11.0,39.0
414,n02769748,"backpack, back pack, knapsack, packsack, rucksack, haversack",http://wordnet-rdf.princeton.edu/wn30/02769748-n,1300,50,21,3,21,-1.576481562736164,11.0,62.0,4.0,28.25,6.652067347825035,17.0,31.0,11.59202311936963,14.0,28.0,4,0.0,2.0,14.5,0.7071067811865476,2.0,23.5,6.363961030678928,11.0,62.0
415,n02776631,"bakery, bakeshop, bakehouse",http://wordnet-rdf.princeton.edu/wn30/02776631-n,1300,50,68,2,84,-1.0145063298823453,14.0,57.0,23.0,22.347826086956523,5.6937660938974135,61.0,28.78688524590164,8.31086588769658,17.0,44.0,3,0.7071067811865478,2.0,19.5,3.5355339059327378,1.0,44.0,,17.0,44.0
416,n02777292,"balance beam, beam",http://wordnet-rdf.princeton.edu/wn30/02777292-n,1300,50,265,10,324,-0.6489676645639563,2.0,49.0,112.0,18.553571428571427,6.506876869086012,212.0,24.183962264150942,7.263433533151686,6.0,27.0,13,-0.8333333333333329,4.0,21.25,3.2015621187164243,9.0,18.0,5.830951894845301,6.0,27.0
417,n02782093,balloon,http://wordnet-rdf.princeton.edu/wn30/02782093-n,1300,50,34,2,43,-0.32998316455372223,2.0,51.0,18.0,24.833333333333332,11.521080423191528,25.0,26.68,8.024545677690003,29.0,34.0,4,0.0,2.0,31.0,2.8284271247461903,2.0,32.0,2.8284271247461903,2.0,51.0
418,n02783161,"ballpoint, ballpoint pen, ballpen, Biro",http://wordnet-rdf.princeton.edu/wn30/02783161-n,1236,50,4,0,4,0.0,11.0,22.0,2.0,20.5,2.1213203435596424,2.0,15.0,5.656854249492381,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,11.0,22.0
419,n02786058,Band Aid,http://wordnet-rdf.princeton.edu/wn30/02786058-n,1300,50,253,13,280,-0.8000946913656627,2.0,88.0,88.0,22.738636363636363,8.271949996210804,192.0,31.96875,9.250955094316915,23.0,57.0,16,-0.8090398349558905,5.0,28.6,5.594640292279746,11.0,34.63636363636363,9.244162777371754,2.0,88.0
420,n02787622,banjo,http://wordnet-rdf.princeton.edu/wn30/02787622-n,1300,50,419,23,500,-2.254034759322344,7.0,76.0,63.0,25.873015873015873,9.684527172983724,437.0,34.82379862700229,10.30669957743697,19.0,49.0,25,-2.338738328607321,3.0,26.666666666666668,4.932882862316247,22.0,34.45454545454545,8.67249221458983,7.0,76.0
421,n02788148,"bannister, banister, balustrade, balusters, handrail",http://wordnet-rdf.princeton.edu/wn30/02788148-n,1300,50,10,0,10,-2.6666666666666665,14.0,49.0,1.0,29.0,,9.0,29.88888888888889,10.833333333333334,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,14.0,49.0
422,n02790996,barbell,http://wordnet-rdf.princeton.edu/wn30/02790996-n,1300,50,227,6,246,-1.2449457613256494,1.0,51.0,58.0,24.620689655172413,7.3001504099066015,188.0,28.53191489361702,7.757283453693919,21.0,46.0,6,0.0,,,,6.0,32.0,8.62554346113913,1.0,51.0
423,n02791124,barber chair,http://wordnet-rdf.princeton.edu/wn30/02791124-n,1300,50,75,4,94,-1.4834762399128492,2.0,75.0,19.0,26.157894736842106,10.35086232529411,75.0,33.16,12.235349761399704,2.0,46.0,8,-1.1547005383792515,2.0,24.0,31.11269837220809,6.0,27.166666666666668,14.607075910895604,2.0,75.0
424,n02791270,barbershop,http://wordnet-rdf.princeton.edu/wn30/02791270-n,1300,50,354,9,496,-2.0615609461135453,2.0,79.0,70.0,23.042857142857144,9.990482012839085,426.0,35.51173708920188,11.568561994581694,24.0,77.0,11,-2.846049894151541,1.0,34.0,,10.0,36.8,15.929009176133127,24.0,77.0
425,n02793495,barn,http://wordnet-rdf.princeton.edu/wn30/02793495-n,1300,50,0,0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
426,n02794156,barometer,http://wordnet-rdf.princeton.edu/wn30/02794156-n,1199,50,6,0,6,0.0,32.0,60.0,,,,6.0,42.5,11.794066304714418,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,32.0,60.0
427,n02795169,"barrel, cask",http://wordnet-rdf.princeton.edu/wn30/02795169-n,1300,50,13,1,14,-2.0412414523193143,17.0,44.0,2.0,21.0,5.656854249492381,12.0,29.833333333333332,7.0560526349991735,25.0,25.0,1,0.0,,,,1.0,25.0,,17.0,44.0
